fragment_description,3rd Ventricle,4th Ventricle,Right Accumbens Area,Left Accumbens Area,Right Amygdala,Left Amygdala,Brain Stem,Right Caudate,Left Caudate,Right Cerebellum Exterior,Left Cerebellum Exterior,Right Cerebellum White Matter,Left Cerebellum White Matter,Right Cerebral White Matter,Left Cerebral White Matter,CSF,Right Hippocampus,Left Hippocampus,Right Inf Lat Vent,Left Inf Lat Vent,Right Lateral Ventricle,Left Lateral Ventricle,Right Pallidum,Left Pallidum,Right Putamen,Left Putamen,Right Thalamus Proper,Left Thalamus Proper,Right Ventral DC,Left Ventral DC,Cerebellar Vermal Lobules I-V,Cerebellar Vermal Lobules VI-VII,Cerebellar Vermal Lobules VIII-X,Left Basal Forebrain,Right Basal Forebrain,Right ACgG anterior cingulate gyrus,Left ACgG anterior cingulate gyrus,Right AIns anterior insula,Left AIns anterior insula,Right AOrG anterior orbital gyrus,Left AOrG anterior orbital gyrus,Right AnG angular gyrus,Left AnG angular gyrus,Right Calc calcarine cortex,Left Calc calcarine cortex,Right CO central operculum,Left CO central operculum,Right Cun cuneus,Left Cun cuneus,Right Ent entorhinal area,Left Ent entorhinal area,Right FO frontal operculum,Left FO frontal operculum,Right FRP frontal pole,Left FRP frontal pole,Right FuG fusiform gyrus,Left FuG fusiform gyrus,Right GRe gyrus rectus,Left GRe gyrus rectus,Right IOG inferior occipital gyrus,Left IOG inferior occipital gyrus,Right ITG inferior temporal gyrus,Left ITG inferior temporal gyrus,Right LiG lingual gyrus,Left LiG lingual gyrus,Right LOrG lateral orbital gyrus,Left LOrG lateral orbital gyrus,Right MCgG middle cingulate gyrus,Left MCgG middle cingulate gyrus,Right MFC medial frontal cortex,Left MFC medial frontal cortex,Right MFG middle frontal gyrus,Left MFG middle frontal gyrus,Right MOG middle occipital gyrus,Left MOG middle occipital gyrus,Right MOrG medial orbital gyrus,Left MOrG medial orbital gyrus,Right MPoG postcentral gyrus medial segment,Left MPoG postcentral gyrus medial segment,Right MPrG precentral gyrus medial segment,Left MPrG precentral gyrus medial segment,Right MSFG superior frontal gyrus medial segment,Left MSFG superior frontal gyrus medial segment,Right MTG middle temporal gyrus,Left MTG middle temporal gyrus,Right OCP occipital pole,Left OCP occipital pole,Right OFuG occipital fusiform gyrus,Left OFuG occipital fusiform gyrus,Right OpIFG opercular part of the inferior frontal gyrus,Left OpIFG opercular part of the inferior frontal gyrus,Right OrIFG orbital part of the inferior frontal gyrus,Left OrIFG orbital part of the inferior frontal gyrus,Right PCgG posterior cingulate gyrus,Left PCgG posterior cingulate gyrus,Right PCu precuneus,Left PCu precuneus,Right PHG parahippocampal gyrus,Left PHG parahippocampal gyrus,Right PIns posterior insula,Left PIns posterior insula,Right PO parietal operculum,Left PO parietal operculum,Right PoG postcentral gyrus,Left PoG postcentral gyrus,Right POrG posterior orbital gyrus,Left POrG posterior orbital gyrus,Right PP planum polare,Left PP planum polare,Right PrG precentral gyrus,Left PrG precentral gyrus,Right PT planum temporale,Left PT planum temporale,Right SCA subcallosal area,Left SCA subcallosal area,Right SFG superior frontal gyrus,Left SFG superior frontal gyrus,Right SMC supplementary motor cortex,Left SMC supplementary motor cortex,Right SMG supramarginal gyrus,Left SMG supramarginal gyrus,Right SOG superior occipital gyrus,Left SOG superior occipital gyrus,Right SPL superior parietal lobule,Left SPL superior parietal lobule,Right STG superior temporal gyrus,Left STG superior temporal gyrus,Right TMP temporal pole,Left TMP temporal pole,Right TrIFG triangular part of the inferior frontal gyrus,Left TrIFG triangular part of the inferior frontal gyrus,Right TTG transverse temporal gyrus,Left TTG transverse temporal gyrus,Total Cerebral Grey Matter,Right Cerebral Grey Matter,Left Cerebral Grey Matter,Total Cerebral White Matter
M-Volume-age:range:min:81,-0.00080858,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079908,6.44E-05,-2.06E-05,0.023822,0.023819,0.0054138,0.005458,0.12289,0.1214,-0.0008734,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.012463,0.013699,-0.0012847,-0.0012772,0.00079661,0.0008789,0.0022335,0.0023906,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056214,0.00085297,0.00048529,0.00062637,-0.00085127,-0.0009781,0.0037974,0.003315,2.71E-05,-3.52E-05,0.00031003,0.00041038,0.00081027,0.00066294,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.0003626,0.00018123,0.0022965,0.0021945,-0.00065536,-0.00062921,0.0019216,0.0017981,0.0046904,0.0045684,0.0026545,0.0023588,-0.00061285,-0.00054473,0.00081169,0.00090129,-0.00079101,-0.0008066,0.0085711,0.008761,0.0010972,0.0016921,0.00033152,0.00046771,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028448,0.0022892,0.0060971,0.0059403,-0.00013496,0.00017769,0.00047153,0.00048505,2.98E-05,1.60E-05,-0.00099239,-0.0010144,0.00049353,0.00075704,0.0043491,0.0043696,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068257,-0.00053594,0.0039877,0.0046232,-0.00058259,-0.00048647,-0.00072383,-0.00060234,0.0049397,0.0050782,-0.00082219,-0.00072839,-0.0012076,-0.0011734,0.0065823,0.0065324,0.0012095,0.0012018,0.0024788,0.0031113,0.00049526,0.0001013,0.0038279,0.0039813,0.0022572,0.0022288,0.0025728,0.0024996,8.90E-05,0.00029019,-0.00106,-0.00098745,0.32577,0.16287,0.16384,0.24641
M-Volume-age:range:min:81.5,-0.00080438,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079877,6.44E-05,-2.06E-05,0.023748,0.023737,0.0054116,0.0054515,0.12343,0.1223,-0.00086948,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.012649,0.013901,-0.0012847,-0.0012772,0.00079518,0.00087758,0.0022287,0.0023858,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056303,0.00085349,0.00048605,0.00062637,-0.00085088,-0.00097775,0.0037875,0.0033077,2.74E-05,-3.51E-05,0.00031029,0.00041097,0.00080903,0.00066122,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.00036312,0.00018184,0.0022925,0.0021915,-0.00065506,-0.00062888,0.0019169,0.0017945,0.0046792,0.0045598,0.0026527,0.0023572,-0.00061268,-0.00054489,0.00081167,0.00090113,-0.00079101,-0.00080628,0.0085613,0.0087509,0.0010945,0.00169,0.00033015,0.00046619,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028457,0.0022903,0.006075,0.0059231,-0.00013513,0.00017752,0.00047016,0.00048402,2.95E-05,1.62E-05,-0.00099239,-0.0010144,0.0004938,0.0007574,0.0043468,0.0043656,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068226,-0.00053551,0.0039871,0.0046146,-0.00058228,-0.00048629,-0.00072383,-0.00060234,0.0049338,0.0050686,-0.00082189,-0.00072814,-0.0012076,-0.0011734,0.0065734,0.0065234,0.0012087,0.0012006,0.0024717,0.003104,0.00049299,9.96E-05,0.0038217,0.0039751,0.0022521,0.0022241,0.0025683,0.0024946,8.82E-05,0.00028989,-0.00106,-0.00098745,0.32524,0.16207,0.1636,0.24797
M-Volume-age:range:min:82,-0.00080034,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079851,6.44E-05,-2.06E-05,0.023674,0.023654,0.0054101,0.0054458,0.1242,0.12335,-0.00086569,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.012855,0.014129,-0.0012847,-0.0012772,0.00079381,0.00087632,0.0022239,0.0023811,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056393,0.00085406,0.00048682,0.00062637,-0.00085047,-0.00097738,0.0037777,0.0033006,2.77E-05,-3.50E-05,0.00031058,0.00041159,0.00080786,0.00065956,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.0003637,0.00018249,0.0022886,0.0021885,-0.00065474,-0.00062852,0.0019123,0.0017908,0.004668,0.0045512,0.002651,0.0023556,-0.00061248,-0.00054499,0.00081169,0.00090101,-0.00079101,-0.00080595,0.0085518,0.0087411,0.0010919,0.0016879,0.00032884,0.00046474,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028467,0.0022913,0.0060531,0.005906,-0.00013525,0.00017741,0.00046884,0.00048304,2.92E-05,1.65E-05,-0.00099239,-0.0010144,0.00049411,0.00075779,0.0043446,0.0043617,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068193,-0.00053506,0.0039869,0.0046063,-0.00058195,-0.00048608,-0.00072383,-0.00060234,0.0049284,0.0050594,-0.00082157,-0.00072786,-0.0012076,-0.0011734,0.0065647,0.0065146,0.0012078,0.0011995,0.0024649,0.0030969,0.00049078,9.79E-05,0.0038157,0.0039693,0.0022471,0.0022194,0.0025638,0.0024895,8.74E-05,0.00028963,-0.00106,-0.00098745,0.32471,0.16281,0.16336,0.24978
M-Volume-age:range:min:82.5,-0.00079646,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079828,6.44E-05,-2.06E-05,0.023603,0.02357,0.0054092,0.0054411,0.12431,0.12353,-0.00086205,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.013083,0.014384,-0.0012847,-0.0012772,0.0007925,0.00087512,0.0022193,0.0023765,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056484,0.00085467,0.0004876,0.00062637,-0.00085003,-0.00097698,0.0037682,0.0032936,2.80E-05,-3.49E-05,0.00031091,0.00041224,0.00080674,0.00065796,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.00036432,0.00018319,0.0022847,0.0021856,-0.00065438,-0.00062812,0.0019078,0.0017873,0.0046569,0.0045429,0.0026494,0.0023541,-0.00061223,-0.00054505,0.00081177,0.00090094,-0.00079101,-0.00080561,0.0085428,0.0087316,0.0010893,0.0016859,0.00032758,0.00046335,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028477,0.0022925,0.0060312,0.0058892,-0.0001353,0.00017736,0.00046757,0.00048211,2.89E-05,1.68E-05,-0.00099239,-0.0010144,0.00049446,0.00075822,0.0043424,0.0043578,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068158,-0.00053458,0.003987,0.0045984,-0.00058159,-0.00048584,-0.00072383,-0.00060234,0.0049234,0.0050507,-0.00082124,-0.00072756,-0.0012076,-0.0011734,0.0065561,0.0065059,0.0012071,0.0011985,0.0024584,0.0030902,0.00048863,9.63E-05,0.0038101,0.0039638,0.0022421,0.0022148,0.0025594,0.0024845,8.67E-05,0.00028943,-0.00106,-0.00098745,0.32416,0.16362,0.16312,0.24959
M-Volume-age:range:min:83,-0.00079275,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079804,6.44E-05,-2.06E-05,0.023533,0.023487,0.0054091,0.0054372,0.12375,0.12304,-0.00085854,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.013332,0.014667,-0.0012847,-0.0012772,0.00079124,0.00087398,0.0022147,0.002372,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056577,0.00085532,0.00048839,0.00062637,-0.00084956,-0.00097656,0.0037589,0.0032866,2.84E-05,-3.47E-05,0.00031128,0.00041291,0.00080568,0.00065641,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.00036499,0.00018392,0.0022808,0.0021827,-0.000654,-0.0006277,0.0019032,0.0017838,0.0046459,0.0045347,0.0026478,0.0023527,-0.00061195,-0.00054507,0.00081189,0.00090091,-0.00079101,-0.00080526,0.0085342,0.0087224,0.0010868,0.001684,0.00032637,0.00046201,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028488,0.0022936,0.0060095,0.0058725,-0.0001353,0.00017735,0.00046635,0.00048122,2.87E-05,1.71E-05,-0.00099239,-0.0010144,0.00049485,0.00075867,0.0043403,0.0043539,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.0006812,-0.00053409,0.0039874,0.0045908,-0.00058121,-0.00048557,-0.00072383,-0.00060234,0.0049188,0.0050424,-0.00082088,-0.00072725,-0.0012076,-0.0011734,0.0065478,0.0064974,0.0012063,0.0011975,0.0024523,0.0030837,0.00048652,9.47E-05,0.0038048,0.0039588,0.0022371,0.0022102,0.002555,0.0024796,8.61E-05,0.00028927,-0.00106,-0.00098745,0.32361,0.16271,0.16288,0.24705
M-Volume-age:range:min:83.5,-0.00078921,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079777,6.44E-05,-2.06E-05,0.023465,0.023403,0.0054096,0.0054342,0.12335,0.12271,-0.00085517,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.013603,0.014977,-0.0012847,-0.0012772,0.00079004,0.0008729,0.0022102,0.0023676,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056671,0.00085601,0.00048918,0.00062637,-0.00084908,-0.00097613,0.0037499,0.0032798,2.88E-05,-3.45E-05,0.00031168,0.00041361,0.00080468,0.00065493,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.0003657,0.00018469,0.002277,0.0021799,-0.00065359,-0.00062724,0.0018987,0.0017803,0.0046351,0.0045268,0.0026463,0.0023514,-0.00061162,-0.00054504,0.00081207,0.00090093,-0.00079101,-0.00080489,0.0085259,0.0087136,0.0010843,0.0016821,0.00032522,0.00046073,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.00285,0.0022948,0.0059879,0.0058559,-0.00013524,0.0001774,0.00046518,0.00048038,2.86E-05,1.74E-05,-0.00099239,-0.0010144,0.00049526,0.00075916,0.0043382,0.0043501,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068079,-0.00053358,0.003988,0.0045835,-0.00058081,-0.00048528,-0.00072383,-0.00060234,0.0049147,0.0050345,-0.0008205,-0.00072691,-0.0012076,-0.0011734,0.0065396,0.0064891,0.0012056,0.0011965,0.0024464,0.0030775,0.00048447,9.32E-05,0.0037997,0.003954,0.0022321,0.0022056,0.0025507,0.0024747,8.55E-05,0.00028917,-0.00106,-0.00098745,0.32305,0.16247,0.16264,0.24612
M-Volume-age:range:min:84,-0.00078583,-0.00075981,-0.001682,-0.0016481,-0.001427,-0.0014235,0.0079746,6.44E-05,-2.06E-05,0.0234,0.023319,0.0054107,0.005432,0.12324,0.12267,-0.00085194,4.53E-05,-6.72E-05,-0.0015712,-0.001616,0.013893,0.015314,-0.0012847,-0.0012772,0.0007889,0.00087189,0.0022058,0.0023634,0.00064452,0.00074832,0.00093253,-0.00061826,-0.00035535,-0.0016946,-0.001693,0.00056767,0.00085673,0.00048999,0.00062637,-0.00084857,-0.00097567,0.0037411,0.0032731,2.92E-05,-3.43E-05,0.00031211,0.00041433,0.00080375,0.0006535,-0.00092026,-0.0009414,-0.00076086,-0.0007543,0.00036646,0.00018549,0.0022733,0.0021771,-0.00065316,-0.00062676,0.0018943,0.0017769,0.0046243,0.004519,0.0026449,0.0023501,-0.00061127,-0.00054496,0.00081228,0.00090099,-0.00079101,-0.00080452,0.008518,0.008705,0.001082,0.0016804,0.00032413,0.0004595,-0.0013072,-0.001282,-0.00036889,-0.00034081,0.0028512,0.0022961,0.0059665,0.0058396,-0.00013512,0.00017749,0.00046405,0.0004796,2.85E-05,1.78E-05,-0.00099239,-0.0010144,0.00049572,0.00075967,0.0043361,0.0043464,-0.00019921,-5.80E-05,-0.00055988,-0.00056802,-0.00068036,-0.00053305,0.0039889,0.0045765,-0.00058039,-0.00048495,-0.00072383,-0.00060234,0.0049111,0.0050271,-0.00082011,-0.00072656,-0.0012076,-0.0011734,0.0065317,0.0064809,0.001205,0.0011956,0.0024409,0.0030715,0.00048248,9.17E-05,0.003795,0.0039497,0.0022273,0.0022012,0.0025464,0.0024698,8.50E-05,0.00028912,-0.00106,-0.00098745,0.32248,0.16261,0.1624,0.2461
M-Volume-age:range:max:11,0.00067751,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0090975,0.0020244,0.0019393,0.031417,0.031438,0.0077314,0.0077553,0.13159,0.12657,0.00076803,0.0020053,0.0018927,0.00038876,0.00034391,0.0054168,0.0083694,0.00067522,0.00068279,0.0031028,0.0031608,0.0047514,0.0048293,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026828,0.0031436,0.0025649,0.0025863,0.0012374,0.0010826,0.0078784,0.0069097,0.0021397,0.0021202,0.0025533,0.0025786,0.0032534,0.0031304,0.0010397,0.0010186,0.0011991,0.0012057,0.0026391,0.0024154,0.0049548,0.004831,0.0014474,0.0014881,0.0047519,0.0045241,0.0083341,0.0080034,0.0052478,0.004881,0.0015596,0.0016838,0.0031903,0.0032378,0.001169,0.001211,0.014366,0.014852,0.0038109,0.0045303,0.00273,0.0028768,0.00065279,0.00067795,0.0015911,0.0016192,0.0054771,0.0047607,0.01134,0.01062,0.0020487,0.0023985,0.0027997,0.0028065,0.0023473,0.0022125,0.00096758,0.00094552,0.0027368,0.0029765,0.0076374,0.0077051,0.0017608,0.0019019,0.0014001,0.0013919,0.0014223,0.0015488,0.0073618,0.0083401,0.0014946,0.0016407,0.0012361,0.0013576,0.0091311,0.0091877,0.0012356,0.0013285,0.00075237,0.00078652,0.010812,0.010827,0.0035296,0.0036003,0.0062997,0.0069315,0.002971,0.0025244,0.0076151,0.0078519,0.005218,0.0051695,0.005419,0.0052241,0.0025075,0.0027269,0.00090001,0.00097251,0.43579,0.21813,0.2173,0.25597
M-Volume-age:range:max:11.5,0.00067378,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0091108,0.0020244,0.0019393,0.031403,0.031449,0.0077464,0.0077765,0.13025,0.12501,0.00076534,0.0020053,0.0018927,0.00038876,0.00034391,0.0054247,0.0083198,0.00067522,0.00068279,0.0031027,0.0031611,0.0047526,0.0048319,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026828,0.0031425,0.0025651,0.0025863,0.0012379,0.0010832,0.0078459,0.0068907,0.0021401,0.0021204,0.0025522,0.002578,0.0032516,0.0031284,0.0010397,0.0010186,0.0011991,0.0012057,0.002639,0.0024154,0.0049509,0.0048269,0.0014478,0.0014885,0.0047464,0.0045197,0.0083089,0.0079844,0.0052445,0.0048787,0.0015597,0.0016836,0.0031878,0.0032358,0.001169,0.0012113,0.014293,0.014768,0.0038063,0.004524,0.0027286,0.0028755,0.00065279,0.00067795,0.0015911,0.0016192,0.0054722,0.0047579,0.011265,0.010567,0.0020496,0.0023989,0.0027987,0.0028054,0.0023453,0.0022116,0.00096758,0.00094552,0.0027356,0.0029754,0.007617,0.007684,0.0017608,0.0019019,0.0014001,0.0013919,0.0014224,0.001549,0.0073419,0.008314,0.0014949,0.0016408,0.0012361,0.0013576,0.0090991,0.0091583,0.0012359,0.0013287,0.00075237,0.00078652,0.010782,0.010793,0.0035281,0.0035981,0.0062731,0.0069042,0.002969,0.0025226,0.0075891,0.0078246,0.0052107,0.0051621,0.0054134,0.0052205,0.0025053,0.0027238,0.00090001,0.00097251,0.43345,0.21493,0.21625,0.2541
M-Volume-age:range:max:12,0.00067009,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0091357,0.0020244,0.0019393,0.031386,0.031455,0.0077624,0.0077991,0.13192,0.12766,0.00076266,0.0020053,0.0018927,0.00038876,0.00034391,0.0054284,0.0082454,0.00067522,0.00068279,0.0031025,0.0031614,0.0047537,0.0048344,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026828,0.0031414,0.0025652,0.0025863,0.0012383,0.0010837,0.0078132,0.0068715,0.0021405,0.0021207,0.0025509,0.0025774,0.0032497,0.0031264,0.0010397,0.0010186,0.0011991,0.0012057,0.0026388,0.0024154,0.004947,0.0048228,0.0014481,0.0014888,0.0047409,0.0045152,0.0082837,0.0079651,0.0052412,0.0048764,0.0015598,0.0016835,0.0031852,0.0032337,0.001169,0.0012117,0.014219,0.014685,0.0038017,0.0045176,0.002727,0.0028742,0.00065279,0.00067795,0.0015911,0.0016192,0.0054672,0.004755,0.01119,0.010514,0.0020504,0.0023992,0.0027976,0.0028042,0.0023433,0.0022107,0.00096758,0.00094552,0.0027343,0.0029743,0.0075966,0.0076628,0.0017608,0.0019019,0.0014001,0.0013919,0.0014225,0.001549,0.0073215,0.0082874,0.0014952,0.0016409,0.0012361,0.0013576,0.0090667,0.0091285,0.0012362,0.0013289,0.00075237,0.00078652,0.010751,0.010758,0.0035265,0.0035958,0.006246,0.0068765,0.002967,0.0025209,0.0075627,0.0077966,0.0052035,0.0051547,0.0054076,0.0052168,0.002503,0.0027207,0.00090001,0.00097251,0.43114,0.21945,0.21521,0.26082
M-Volume-age:range:max:12.5,0.00066645,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0091721,0.0020244,0.0019393,0.031367,0.031456,0.0077793,0.0078231,0.1299,0.12456,0.00075999,0.0020053,0.0018927,0.00038876,0.00034391,0.0054277,0.0081475,0.00067522,0.00068279,0.0031022,0.0031616,0.0047548,0.0048368,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026827,0.0031401,0.0025653,0.0025863,0.0012388,0.0010841,0.0077804,0.0068521,0.0021408,0.0021209,0.0025496,0.0025768,0.0032477,0.0031243,0.0010397,0.0010186,0.0011991,0.0012057,0.0026385,0.0024153,0.004943,0.0048187,0.0014485,0.0014891,0.0047354,0.0045107,0.0082584,0.0079457,0.0052378,0.004874,0.0015598,0.0016833,0.0031825,0.0032315,0.001169,0.0012121,0.014147,0.014602,0.0037969,0.0045111,0.0027255,0.0028728,0.00065279,0.00067795,0.0015911,0.0016192,0.0054621,0.004752,0.011114,0.010462,0.0020512,0.0023994,0.0027965,0.002803,0.0023412,0.0022097,0.00096758,0.00094552,0.002733,0.0029731,0.007576,0.0076413,0.0017608,0.0019019,0.0014001,0.0013919,0.0014225,0.0015491,0.0073005,0.0082606,0.0014955,0.0016409,0.0012361,0.0013576,0.0090341,0.0090986,0.0012364,0.0013291,0.00075237,0.00078652,0.01072,0.010722,0.0035248,0.0035935,0.0062187,0.0068484,0.002965,0.002519,0.0075359,0.0077679,0.0051962,0.0051473,0.0054019,0.005213,0.0025007,0.0027175,0.00090001,0.00097251,0.42888,0.21285,0.21419,0.25318
M-Volume-age:range:max:13,0.00066287,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0092196,0.0020244,0.0019393,0.031345,0.031453,0.0077969,0.0078482,0.13014,0.12496,0.00075732,0.0020053,0.0018927,0.00038876,0.00034391,0.0054225,0.0080276,0.00067522,0.00068279,0.0031019,0.0031617,0.0047558,0.0048392,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026826,0.0031388,0.0025654,0.0025863,0.0012391,0.0010846,0.0077475,0.0068327,0.0021411,0.002121,0.0025482,0.0025761,0.0032457,0.0031221,0.0010397,0.0010186,0.0011991,0.0012057,0.0026381,0.0024151,0.004939,0.0048145,0.0014487,0.0014894,0.0047298,0.0045062,0.0082331,0.007926,0.0052343,0.0048716,0.0015598,0.001683,0.0031798,0.0032293,0.001169,0.0012124,0.014074,0.01452,0.0037922,0.0045046,0.0027238,0.0028713,0.00065279,0.00067795,0.0015911,0.0016192,0.0054568,0.0047489,0.011038,0.01041,0.0020519,0.0023996,0.0027954,0.0028017,0.0023391,0.0022087,0.00096758,0.00094552,0.0027316,0.0029718,0.0075553,0.0076198,0.0017608,0.0019019,0.0014001,0.0013919,0.0014225,0.0015491,0.0072791,0.0082334,0.0014957,0.0016409,0.0012361,0.0013576,0.0090012,0.0090684,0.0012366,0.0013293,0.00075237,0.00078652,0.010689,0.010687,0.0035231,0.0035911,0.0061912,0.0068201,0.0029629,0.0025172,0.0075086,0.0077386,0.0051888,0.0051399,0.005396,0.0052092,0.0024983,0.0027143,0.00090001,0.00097251,0.42666,0.21239,0.21319,0.25468
M-Volume-age:range:max:13.5,0.00065934,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0092776,0.0020244,0.0019393,0.031321,0.031445,0.0078153,0.0078744,0.12938,0.12391,0.00075467,0.0020053,0.0018927,0.00038876,0.00034391,0.0054126,0.007888,0.00067522,0.00068279,0.0031015,0.0031618,0.0047567,0.0048415,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026823,0.0031375,0.0025654,0.0025863,0.0012395,0.001085,0.0077144,0.0068131,0.0021414,0.0021211,0.0025468,0.0025753,0.0032436,0.0031198,0.0010397,0.0010186,0.0011991,0.0012057,0.0026376,0.0024149,0.0049349,0.0048102,0.0014489,0.0014897,0.0047242,0.0045015,0.0082078,0.0079062,0.0052307,0.004869,0.0015597,0.0016826,0.003177,0.0032271,0.001169,0.0012127,0.014003,0.014438,0.0037873,0.004498,0.0027221,0.0028698,0.00065279,0.00067795,0.0015911,0.0016192,0.0054514,0.0047456,0.010962,0.010359,0.0020526,0.0023997,0.0027942,0.0028004,0.0023369,0.0022076,0.00096758,0.00094552,0.0027301,0.0029705,0.0075345,0.0075981,0.0017608,0.0019019,0.0014001,0.0013919,0.0014224,0.001549,0.0072573,0.0082061,0.0014959,0.0016409,0.0012361,0.0013576,0.0089682,0.009038,0.0012368,0.0013294,0.00075237,0.00078652,0.010658,0.010651,0.0035213,0.0035887,0.0061634,0.0067916,0.0029607,0.0025152,0.0074809,0.0077088,0.0051815,0.0051324,0.0053902,0.0052054,0.0024958,0.002711,0.00090001,0.00097251,0.42449,0.20917,0.2122,0.25273
M-Volume-age:range:max:14,0.00065586,0.0012002,0.00027794,0.00031188,0.00053301,0.00053646,0.0093452,0.0020244,0.0019393,0.031295,0.031432,0.0078343,0.0079015,0.13133,0.12715,0.00075204,0.0020053,0.0018927,0.00038876,0.00034391,0.0053985,0.0077315,0.00067522,0.00068279,0.0031011,0.0031618,0.0047575,0.0048438,0.0026045,0.0027083,0.0028925,0.0013417,0.0016046,0.00026533,0.00026701,0.0026821,0.003136,0.0025654,0.0025863,0.0012398,0.0010854,0.0076813,0.0067934,0.0021416,0.0021212,0.0025453,0.0025745,0.0032414,0.0031175,0.0010397,0.0010186,0.0011991,0.0012057,0.0026371,0.0024145,0.0049308,0.0048059,0.0014491,0.0014899,0.0047186,0.0044969,0.0081826,0.0078862,0.0052271,0.0048664,0.0015596,0.0016822,0.0031742,0.0032247,0.001169,0.0012131,0.013932,0.014357,0.0037824,0.0044913,0.0027203,0.0028682,0.00065279,0.00067795,0.0015911,0.0016192,0.0054459,0.0047422,0.010887,0.010309,0.0020533,0.0023998,0.002793,0.0027991,0.0023346,0.0022065,0.00096758,0.00094552,0.0027286,0.0029691,0.0075137,0.0075762,0.0017608,0.0019019,0.0014001,0.0013919,0.0014223,0.0015489,0.0072351,0.0081785,0.0014961,0.0016408,0.0012361,0.0013576,0.0089351,0.0090076,0.0012369,0.0013295,0.00075237,0.00078652,0.010626,0.010616,0.0035195,0.0035862,0.0061355,0.0067629,0.0029585,0.0025132,0.0074529,0.0076786,0.0051741,0.0051249,0.0053843,0.0052015,0.0024933,0.0027076,0.00090001,0.00097251,0.42236,0.21616,0.21123,0.25926
